;temps (s);speed (m/s);power_shaft (W);fuel_cumul (m^3)
3434;33915.0;7.0;498151.19200000004;-0.1557330261679878
3435;33915.0;7.0;498151.19200000004;-0.15578177164212287
3436;33915.0;7.0;498151.19200000004;-0.15583051711625795
3437;33915.0;7.0;498151.19200000004;-0.15587926259039303
3438;33915.0;7.0;498151.19200000004;-0.1559280080645281
3439;33915.0;7.0;498151.19200000004;-0.1559767535386632
3440;33915.0;7.0;498151.19200000004;-0.15602549901279827
3441;33915.0;7.0;498151.19200000004;-0.15607424448693336
3442;33915.0;7.0;498151.19200000004;-0.15612298996106844
3443;33915.0;7.0;498151.19200000004;-0.15617173543520352
3444;33915.0;7.0;498151.19200000004;-0.1562204809093386
3445;33915.0;7.0;498151.19200000004;-0.15626922638347368
3446;33915.0;7.0;498151.19200000004;-0.15631797185760876
3447;33915.0;7.0;498151.19200000004;-0.15636671733174384
3448;33915.0;7.0;498151.19200000004;-0.15641546280587892
3449;33915.0;7.0;498151.19200000004;-0.156464208280014
3450;33915.0;7.0;498151.19200000004;-0.1565129537541491
3451;33915.0;7.0;498151.19200000004;-0.15656169922828417
3452;33915.0;7.0;498151.19200000004;-0.15661044470241925
3453;33915.0;7.0;498151.19200000004;-0.15665919017655433
3454;33915.0;7.0;498151.19200000004;-0.1567079356506894
3455;33915.0;7.0;498151.19200000004;-0.1567566811248245
3456;33915.0;7.0;498151.19200000004;-0.15680542659895957
3457;33915.0;7.0;498151.19200000004;-0.15685417207309466
3458;33915.0;7.0;498151.19200000004;-0.15690291754722974
3459;33915.0;7.0;498151.19200000004;-0.15695166302136482
3460;33915.0;7.0;498151.19200000004;-0.1570004084954999
3461;33915.0;7.0;498151.19200000004;-0.15704915396963498
3462;33915.0;7.0;498151.19200000004;-0.15709789944377006
3463;33915.0;6.9994162288382995;498015.42845985334;-0.15714663366593756
3464;33915.0;6.94942039863231;486490.2515880014;-0.15719441269117823
3465;33915.0;6.899424568426321;475165.14770241105;-0.15724125310137224
3466;33915.0;6.849428738220331;464037.7804725681;-0.15728717128476663
3467;33915.0;6.799432908014341;453105.8275600909;-0.15733218343713498
3468;33915.0;6.749437077808352;442366.98061872815;-0.15737630556293714
3469;33915.0;6.699441247602385;431818.94529436517;-0.1574195534764788
3470;33915.0;6.649445417396396;421459.4412250046;-0.15746194280307116
3471;33915.0;6.599449587190406;411286.2020407949;-0.15750348898019062
3472;33915.0;6.549453756984417;401296.97536401113;-0.15754420725863838
3473;33915.0;6.499457926778428;391489.5228090598;-0.1575841127037002
3474;33915.0;6.449462096572438;381861.61998247873;-0.15762322019630592
3475;33915.0;6.399466266366448;372411.0564829379;-0.15766154443418923
3476;33915.0;6.349470436160459;363135.63590123807;-0.15769909993304726
3477;33915.0;6.29947460595447;354033.1758203117;-0.15773590102770024
3478;33915.0;6.24947877574848;345101.5078152227;-0.15777196187325124
3479;33915.0;6.19948294554249;336338.4774531666;-0.15780729644624567
3480;33915.0;6.149487115336501;327741.9442934703;-0.15784191854583107
3481;33915.0;6.099491285130512;319309.78188759234;-0.1578758417949167
3482;33915.0;6.049495454924522;311039.8777791224;-0.15790907964133327
3483;33915.0;5.999499624718555;302930.1335037856;-0.1579416453589925
3484;33915.0;5.949503794512566;294978.4645894275;-0.15797355204904678
3485;33915.0;5.899507964306577;287182.800556036;-0.15800481264104896
3486;33915.0;5.849512134100587;279541.08491572714;-0.1580354398941118
3487;33915.0;5.799516303894597;272051.27517274785;-0.15806544639806785
3488;33915.0;5.749520473688608;264711.34282347735;-0.1580948445746289
3489;33915.0;5.699524643482619;257519.27335642575;-0.1581236466785458
3490;33915.0;5.649528813276629;250473.06625223462;-0.158151864798768
3491;33915.0;5.59953298307064;243570.73498367745;-0.15817951085960327
3492;33915.0;5.54953715286465;236810.3070156587;-0.1582065966218773
3493;33915.0;5.4995413226586605;230189.82380521484;-0.15823313368409347
3494;33915.0;5.449545492452671;223707.3408015134;-0.15825913348359236
3495;33915.0;5.399549662246682;217360.9274458536;-0.15828460729771146
3496;33915.0;5.349553832040693;211148.66717166596;-0.15830956624494494
3497;33915.0;5.2995580018347255;205068.65740451537;-0.1583340212861031
3498;33915.0;5.249562171628736;199119.00956209007;-0.1583579832254722
3499;33915.0;5.199566341422747;193297.84905421778;-0.15838146271197404
3500;33915.0;5.149570511216757;187603.31528285507;-0.15840447024032558
3501;33915.0;5.099574681010767;182033.56164209015;-0.1584270161521987
3502;33915.0;5.049578850804778;176586.7555181424;-0.15844911063737976
3503;33915.0;4.999583020598788;171261.07828936283;-0.1584707637349293
3504;33915.0;4.9495871903927995;166054.7253262342;-0.1584919853343417
3505;33915.0;4.899591360186809;160965.90599137015;-0.15851278517670483
3506;33915.0;4.84959552998082;155992.84363951633;-0.1585331728558597
3507;33915.0;4.799599699774831;151133.7756175497;-0.1585531578195601
3508;33915.0;4.7496038695688405;146386.9532644785;-0.15857274937063226
3509;33915.0;4.699608039362852;141750.64191144297;-0.15859195666813455
3510;33915.0;4.649612209156862;137223.1208817142;-0.15861078872851714
3511;33915.0;4.599616378950895;132802.68349069718;-0.15862925442678155
3512;33915.0;4.549620548744906;128487.63704592233;-0.15864736249764042
3513;33915.0;4.499624718538916;124276.30284705732;-0.15866512153667708
3514;33915.0;4.449628888332927;120167.01618589963;-0.1586825400015053
3515;33915.0;4.399633058126938;116158.12634637803;-0.1586996262129289
3516;33915.0;4.349637227920947;112247.99660455275;-0.15871638835610136
3517;33915.0;4.299641397714959;108435.00422861571;-0.15873283448168554
3518;33915.0;4.249645567508969;104717.54047888996;-0.1587489725070133
3519;33915.0;4.1996497373029795;101094.01060783042;-0.15876481021724523
3520;33915.0;4.14965390709699;97562.83386002318;-0.15878035526653014
3521;33915.0;4.099658076891;94122.44347218593;-0.15879561517916493
3522;33915.0;4.049662246685012;90771.28667316803;-0.15881059735075406
3523;33915.0;3.9996664164790214;87507.82468394988;-0.1588253090493693
3524;33915.0;3.949670586273055;84330.53271764526;-0.15883975741670942
3525;33915.0;3.8996747560670655;81237.89997949483;-0.15885394946925974
3526;33915.0;3.8496789258610757;78228.42966687513;-0.15886789209945185
3527;33915.0;3.7996830956550864;75300.63896929284;-0.15888159207682329
3528;33915.0;3.749687265449097;72453.05906838596;-0.15889505604917714
3529;33915.0;3.6996914352431074;69684.23513792406;-0.15890829054374175
3530;33915.0;3.649695605037118;66992.7263438082;-0.15892130196833032
3531;33915.0;3.5996997748311284;64377.105844070866;-0.1589340966125006
3532;33915.0;3.549703944625139;61835.96078887612;-0.15894668064871456
3533;33915.0;3.4997081144191498;59367.8923205194;-0.158959060133498
3534;33915.0;3.44971228421316;56971.51557342768;-0.15897124100860022
3535;33915.0;3.3997164540071707;54645.459674159414;-0.15898322910215373
3536;33915.0;3.349720623801181;52388.367741404516;-0.15899503012983382
3537;33915.0;3.2997247935951917;50198.896885984446;-0.1590066496960183
3538;33915.0;3.249728963389225;48075.718210853025;-0.15901809329494707
3539;33915.0;3.1997331331832353;46017.516811092675;-0.15902936631188186
3540;33915.0;3.149737302977246;44022.99177392028;-0.15904047402426583
3541;33915.0;3.0997414727712567;42090.85617868317;-0.15905142160288321
3542;33915.0;3.049745642565267;40219.837096860145;-0.15906221411301907
3543;33915.0;2.999749812359277;38408.675592061525;-0.15907285651561884
3544;33915.0;2.949753982153288;36656.12672002914;-0.159083353668448
3545;33915.0;2.8997581519472986;34960.95952863621;-0.1590937103272518
3546;33915.0;2.8497623217413093;33321.95705788752;-0.15910393114691487
3547;33915.0;2.79976649153532;31737.916339919284;-0.15911402068262087
3548;33915.0;2.74977066132933;30207.648398999205;-0.15912398339101214
3549;33915.0;2.6997748311233405;28729.978251526532;-0.15913382363134937
3550;33915.0;2.649779000917351;27303.744906031938;-0.1591435456666713
3551;33915.0;2.599783170711362;25927.80136317756;-0.1591531536649543
3552;33915.0;2.549787340505395;24601.01461575765;-0.15916265170027208
3553;33915.0;2.4997915102994055;23322.26564869614;-0.15917204375395527
3554;33915.0;2.449795680093416;22090.44943905025;-0.15918133371575122
3555;33915.0;2.399799849887427;20904.474956008078;-0.1591905253849835
3556;33915.0;2.3498040196814367;19763.265160889176;-0.15919962247171163
3557;33915.0;2.2998081894754474;18665.75700714464;-0.15920862859789076
3558;33915.0;2.249812359269458;17610.901440356993;-0.15921754729853127
3559;33915.0;2.199816529063469;16597.663398240256;-0.15922638202285846
3560;33915.0;2.1498206988574786;15625.021810639926;-0.15923513613547222
3561;33915.0;2.0998248686514893;14691.96959953301;-0.15924381291750664
3562;33915.0;2.0498290384455;13797.513679027974;-0.15925241556778968
3563;33915.0;1.9998332082395107;12940.67495536476;-0.15926094720400286
3564;33915.0;1.9498373780335214;12120.488326914807;-0.15926941086384086
3565;33915.0;1.8998415478275312;11336.002684181016;-0.15927780950617124
3566;33915.0;1.849845717621565;10586.280909798152;-0.15928614601219404
3567;33915.0;1.7998498874155757;9870.399878531389;-0.1592944231866015
3568;33915.0;1.7498540572095855;9187.45045727843;-0.15930264375873765
3569;33915.0;1.6998582270035962;8536.53750506815;-0.15931081038375797
3570;33915.0;1.649862396797607;7916.779873060859;-0.15931892564378908
3571;33915.0;1.5998665665916176;7327.310404548368;-0.15932699204908843
3572;33915.0;1.5498707363856283;6767.275934953968;-0.15933501203920383
3573;33915.0;1.4998749061796381;6235.837291832425;-0.15934298798413327
3574;33915.0;1.4498790759736488;5732.169294870012;-0.15935092218548444
3575;33915.0;1.3998832457676595;5255.460755884461;-0.15935881687763445
3576;33915.0;1.3498874155616702;4804.91447882499;-0.15936667422888948
3577;33915.0;1.299891585355681;4379.747259772303;-0.15937449634264442
3578;33915.0;1.2498957551496908;3979.189886938576;-0.15938228525854253
3579;33915.0;1.1998999249437245;3602.4871406676616;-0.15939004295363515
3580;33915.0;1.1499040947377352;3248.897793434353;-0.15939777134354124
3581;33915.0;1.099908264531745;2917.6946098454564;-0.15940547228360716
3582;33915.0;1.0499124343257558;2608.164346639097;-0.15941314757006625
3583;33915.0;0.9999166041197665;2319.607752684865;-0.1594207989411985
3584;33915.0;0.9499207739137772;2051.3395689838376;-0.15942842807849023
3585;33915.0;0.8999249437077879;1802.6885286685772;-0.1594360366077937
3586;33915.0;0.8499291135017977;1572.9973570031216;-0.15944362610048685
3587;33915.0;0.7999332832958084;1361.6227713830042;-0.15945119807463282
3588;33915.0;0.7499374530898191;1167.9354813352277;-0.15945875399613973
3589;33915.0;0.6999416228838298;991.3201885182818;-0.15946629527992032
3590;33915.0;0.6499457926778405;831.1755867221382;-0.15947382329105156
3591;33915.0;0.5999499624718503;686.914361868248;-0.15948133934593428
3592;33915.0;0.549954132265861;557.9631920095526;-0.15948884471345295
3593;33915.0;0.4999583020598948;443.7627473305171;-0.1594963406161352
3594;33915.0;0.4499624718539046;343.7676901469351;-0.15950382823131157
3595;33915.0;0.3999666416479153;257.44667490624875;-0.15951130869227506
3596;33915.0;0.349970811441926;184.2823481873214;-0.15951878308944095
3597;33915.0;0.2999749812359367;123.77134870050003;-0.15952625247150629
3598;33915.0;0.2499791510299474;75.42430728761408;-0.15953371784660966
3599;33915.0;0.1999833208239572;38.76584692197465;-0.1595411801834908
3600;33915.0;0.1499874906179679;13.33458270837681;-0.15954864041265024
3601;33915.0;0.0999916604119786;0.0;-0.1595560995366507
3602;33915.0;0.0499958302059893;0.0;-0.15956355866065117
3603;33915.0;0.0;0.0;-0.15957101778465163
3604;33915.0;0.0;0.0;-0.1595784769086521
3605;33915.0;0.0;0.0;-0.15958593603265256
3606;33915.0;0.0;0.0;-0.15959339515665302
3607;33915.0;0.0;0.0;-0.1596008542806535
3608;33915.0;0.0;0.0;-0.15960831340465395
3609;33915.0;0.0;0.0;-0.15961577252865441
3610;33915.0;0.0;0.0;-0.15962323165265488
3611;33915.0;0.0;0.0;-0.15963069077665534
3612;33915.0;0.0;0.0;-0.1596381499006558
3613;33915.0;0.0;0.0;-0.15964560902465627
3614;33915.0;0.0;0.0;-0.15965306814865673
3615;33915.0;0.0;0.0;-0.1596605272726572
3616;33915.0;0.0;0.0;-0.15966798639665766
3617;33915.0;0.0;0.0;-0.15967544552065813
3618;33915.0;0.0;0.0;-0.1596829046446586
3619;33915.0;0.0;0.0;-0.15969036376865905
3620;33915.0;0.0;0.0;-0.15969782289265952
3621;33915.0;0.0;0.0;-0.15970528201665998
3622;33915.0;0.0;0.0;-0.15971274114066045
3623;33915.0;0.0;0.0;-0.1597202002646609
3624;33915.0;0.0;0.0;-0.15972765938866137
3625;33915.0;0.0;0.0;-0.15973511851266184
3626;33915.0;0.0;0.0;-0.1597425776366623
3627;33915.0;0.0;0.0;-0.15975003676066277
3628;33915.0;0.0;0.0;-0.15975749588466323
3629;33915.0;0.0;0.0;-0.1597649550086637
3630;33915.0;0.0;0.0;-0.15977241413266416
3631;33915.0;0.0;0.0;-0.15977987325666462
3632;33915.0;0.0;0.0;-0.1597873323806651
3633;33915.0;0.0;0.0;-0.15979479150466555
3634;33915.0;0.0;0.0;-0.15980225062866601
3635;33915.0;0.0;0.0;-0.15980970975266648
3636;33915.0;0.0;0.0;-0.15981716887666694
3637;33915.0;0.0;0.0;-0.1598246280006674
3638;33915.0;0.0;0.0;-0.15983208712466787
3639;33915.0;0.0;0.0;-0.15983954624866833
3640;33915.0;0.0;0.0;-0.1598470053726688
3641;33915.0;0.0;0.0;-0.15985446449666926
3642;33915.0;0.0;0.0;-0.15986192362066973
3643;33915.0;0.0;0.0;-0.1598693827446702
3644;33915.0;0.0;0.0;-0.15987684186867065
3645;33915.0;0.0;0.0;-0.15988430099267112
3646;33915.0;0.0;0.0;-0.15989176011667158
3647;33915.0;0.0;0.0;-0.15989921924067205
3648;33915.0;0.0;0.0;-0.1599066783646725
3649;33915.0;0.0;0.0;-0.15991413748867297
3650;33915.0;0.0;0.0;-0.15992159661267344
3651;33915.0;0.0;0.0;-0.1599290557366739
3652;33915.0;0.0;0.0;-0.15993651486067437
3653;33915.0;0.0;0.0;-0.15994397398467483
3654;33915.0;0.0;0.0;-0.1599514331086753
3655;33915.0;0.0;0.0;-0.15995889223267576
3656;33915.0;0.0;0.0;-0.15996635135667622
3657;33915.0;0.0;0.0;-0.1599738104806767
3658;33915.0;0.0;0.0;-0.15998126960467715
3659;33915.0;0.0;0.0;-0.15998872872867761
3660;33915.0;0.0;0.0;-0.15999618785267808
3661;33915.0;0.0;0.0;-0.16000364697667854
3662;33915.0;0.0;0.0;-0.160011106100679
3663;33915.0;0.0;0.0;-0.16001856522467947
3664;33915.0;0.0;0.0;-0.16002602434867993
3665;33915.0;0.0;0.0;-0.1600334834726804
3666;33915.0;0.0;0.0;-0.16004094259668086
3667;33915.0;0.0;0.0;-0.16004840172068133
3668;33915.0;0.0;0.0;-0.1600558608446818
3669;33915.0;0.0;0.0;-0.16006331996868225
3670;33915.0;0.0;0.0;-0.16007077909268272
3671;33915.0;0.0;0.0;-0.16007823821668318
3672;33915.0;0.0;0.0;-0.16008569734068365
3673;33915.0;0.0;0.0;-0.1600931564646841
3674;33915.0;0.0;0.0;-0.16010061558868457
3675;33915.0;0.0;0.0;-0.16010807471268504
3676;33915.0;0.0;0.0;-0.1601155338366855
3677;33915.0;0.0;0.0;-0.16012299296068597
3678;33915.0;0.0;0.0;-0.16013045208468643
3679;33915.0;0.0;0.0;-0.1601379112086869
3680;33915.0;0.0;0.0;-0.16014537033268736
3681;33915.0;0.0;0.0;-0.16015282945668782
3682;33915.0;0.0;0.0;-0.1601602885806883
3683;33915.0;0.0;0.0;-0.16016774770468875
3684;33915.0;0.0;0.0;-0.16017520682868921
3685;33915.0;0.0;0.0;-0.16018266595268968
3686;33915.0;0.0;0.0;-0.16019012507669014
3687;33915.0;0.0;0.0;-0.1601975842006906
3688;33915.0;0.0;0.0;-0.16020504332469107
3689;33915.0;0.0;0.0;-0.16021250244869154
3690;33915.0;0.0;0.0;-0.160219961572692
3691;33915.0;0.0;0.0;-0.16022742069669246
3692;33915.0;0.0;0.0;-0.16023487982069293
3693;33915.0;0.0;0.0;-0.1602423389446934
3694;33915.0;0.0;0.0;-0.16024979806869386
3695;33915.0;0.0;0.0;-0.16025725719269432
3696;33915.0;0.0;0.0;-0.16026471631669478
3697;33915.0;0.0;0.0;-0.16027217544069525
3698;33915.0;0.0;0.0;-0.1602796345646957
3699;33915.0;0.0;0.0;-0.16028709368869618
3700;33915.0;0.0;0.0;-0.16029455281269664
3701;33915.0;0.0;0.0;-0.1603020119366971
3702;33915.0;0.0;0.0;-0.16030947106069757
3703;33915.0;0.0;0.0;-0.16031693018469803
3704;33915.0;0.0;0.0;-0.1603243893086985
3705;33915.0;0.0;0.0;-0.16033184843269896
3706;33915.0;0.0;0.0;-0.16033930755669942
3707;33915.0;0.0;0.0;-0.1603467666806999
3708;33915.0;0.0;0.0;-0.16035422580470035
3709;33915.0;0.0;0.0;-0.16036168492870082
3710;33915.0;0.0;0.0;-0.16036914405270128
3711;33915.0;0.0;0.0;-0.16037660317670174
3712;33915.0;0.0;0.0;-0.1603840623007022
3713;33915.0;0.0;0.0;-0.16039152142470267
3714;33915.0;0.0;0.0;-0.16039898054870314
3715;33915.0;0.0;0.0;-0.1604064396727036
3716;33915.0;0.0;0.0;-0.16041389879670406
3717;33915.0;0.0;0.0;-0.16042135792070453
3718;33915.0;0.0;0.0;-0.160428817044705
3719;33915.0;0.0;0.0;-0.16043627616870546
3720;33915.0;0.0;0.0;-0.16044373529270592
3721;33915.0;0.0;0.0;-0.16045119441670638
3722;33915.0;0.0;0.0;-0.16045865354070685
3723;33915.0;0.0;0.0;-0.1604661126647073
3724;33915.0;0.0;0.0;-0.16047357178870778
3725;33915.0;0.0;0.0;-0.16048103091270824
3726;33915.0;0.0;0.0;-0.1604884900367087
3727;33915.0;0.0;0.0;-0.16049594916070917
3728;33915.0;0.0;0.0;-0.16050340828470963
3729;33915.0;0.0;0.0;-0.1605108674087101
3730;33915.0;0.0;0.0;-0.16051832653271056
3731;33915.0;0.0;0.0;-0.16052578565671102
3732;33915.0;0.0;0.0;-0.1605332447807115
3733;33915.0;0.0;0.0;-0.16054070390471195
3734;33915.0;0.0;0.0;-0.16054816302871242
3735;33915.0;0.0;0.0;-0.16055562215271288
3736;33915.0;0.0;0.0;-0.16056308127671334
3737;33915.0;0.0;0.0;-0.1605705404007138
3738;33915.0;0.0;0.0;-0.16057799952471427
3739;33915.0;0.0;0.0;-0.16058545864871474
3740;33915.0;0.0;0.0;-0.1605929177727152
3741;33915.0;0.0;0.0;-0.16060037689671566
3742;33915.0;0.0;0.0;-0.16060783602071613
3743;33915.0;0.0;0.0;-0.1606152951447166
3744;33915.0;0.0;0.0;-0.16062275426871706
3745;33915.0;0.0;0.0;-0.16063021339271752
3746;33915.0;0.0;0.0;-0.16063767251671798
3747;33915.0;0.0;0.0;-0.16064513164071845
3748;33915.0;0.0;0.0;-0.1606525907647189
3749;33915.0;0.0;0.0;-0.16066004988871938
3750;33915.0;0.0;0.0;-0.16066750901271984
3751;33915.0;0.0;0.0;-0.1606749681367203
3752;33915.0;0.0;0.0;-0.16068242726072077
3753;33915.0;0.0;0.0;-0.16068988638472123
3754;33915.0;0.0;0.0;-0.1606973455087217
3755;33915.0;0.0;0.0;-0.16070480463272216
3756;33915.0;0.0;0.0;-0.16071226375672262
3757;33915.0;0.0;0.0;-0.1607197228807231
3758;33915.0;0.0;0.0;-0.16072718200472355
3759;33915.0;0.0;0.0;-0.16073464112872402
3760;33915.0;0.0;0.0;-0.16074210025272448
3761;33915.0;0.0;0.0;-0.16074955937672494
3762;33915.0;0.0;0.0;-0.1607570185007254
3763;33915.0;0.0;0.0;-0.16076447762472587
3764;33915.0;0.0;0.0;-0.16077193674872634
3765;33915.0;0.0;0.0;-0.1607793958727268
3766;33915.0;0.0;0.0;-0.16078685499672726
3767;33915.0;0.0;0.0;-0.16079431412072773
3768;33915.0;0.0;0.0;-0.1608017732447282
3769;33915.0;0.0;0.0;-0.16080923236872866
3770;33915.0;0.0;0.0;-0.16081669149272912
3771;33915.0;0.0;0.0;-0.16082415061672958
3772;33915.0;0.0;0.0;-0.16083160974073005
3773;33915.0;0.0;0.0;-0.1608390688647305
3774;33915.0;0.0;0.0;-0.16084652798873098
3775;33915.0;0.0;0.0;-0.16085398711273144
3776;33915.0;0.0;0.0;-0.1608614462367319
3777;33915.0;0.0;0.0;-0.16086890536073237
3778;33915.0;0.0;0.0;-0.16087636448473283
3779;33915.0;0.0;0.0;-0.1608838236087333
3780;33915.0;0.0;0.0;-0.16089128273273376
3781;33915.0;0.0;0.0;-0.16089874185673422
3782;33915.0;0.0;0.0;-0.1609062009807347
3783;33915.0;0.0;0.0;-0.16091366010473515
3784;33915.0;0.0;0.0;-0.16092111922873562
3785;33915.0;0.0;0.0;-0.16092857835273608
3786;33915.0;0.0;0.0;-0.16093603747673654
3787;33915.0;0.0;0.0;-0.160943496600737
3788;33915.0;0.0;0.0;-0.16095095572473747
3789;33915.0;0.0;0.0;-0.16095841484873794
3790;33915.0;0.0;0.0;-0.1609658739727384
3791;33915.0;0.0;0.0;-0.16097333309673886
3792;33915.0;0.0;0.0;-0.16098079222073933
3793;33915.0;0.0;0.0;-0.1609882513447398
3794;33915.0;0.0;0.0;-0.16099571046874026
3795;33915.0;0.0;0.0;-0.16100316959274072
3796;33915.0;0.0;0.0;-0.16101062871674118
3797;33915.0;0.0;0.0;-0.16101808784074165
3798;33915.0;0.0;0.0;-0.1610255469647421
3799;33915.0;0.0;0.0;-0.16103300608874258
3800;33915.0;0.0;0.0;-0.16104046521274304
3801;33915.0;0.0;0.0;-0.1610479243367435
3802;33915.0;0.0;0.0;-0.16105538346074397
3803;33915.0;0.0;0.0;-0.16106284258474443
3804;33915.0;0.0;0.0;-0.1610703017087449
3805;33915.0;0.0;0.0;-0.16107776083274536
3806;33915.0;0.0;0.0;-0.16108521995674582
3807;33915.0;0.0;0.0;-0.1610926790807463
3808;33915.0;0.0;0.0;-0.16110013820474675
3809;33915.0;0.0;0.0;-0.16110759732874722
3810;33915.0;0.0;0.0;-0.16111505645274768
3811;33915.0;0.0;0.0;-0.16112251557674814
3812;33915.0;0.0;0.0;-0.1611299747007486
3813;33915.0;0.0;0.0;-0.16113743382474907
3814;33915.0;0.0;0.0;-0.16114489294874954
3815;33915.0;0.0;0.0;-0.16115235207275
3816;33915.0;0.0;0.0;-0.16115981119675046
3817;33915.0;0.0;0.0;-0.16116727032075093
3818;33915.0;0.0;0.0;-0.1611747294447514
3819;33915.0;0.0;0.0;-0.16118218856875186
3820;33915.0;0.0;0.0;-0.16118964769275232
3821;33915.0;0.0;0.0;-0.16119710681675278
3822;33915.0;0.0;0.0;-0.16120456594075325
3823;33915.0;0.0;0.0;-0.1612120250647537
3824;33915.0;0.0;0.0;-0.16121948418875418
3825;33915.0;0.0;0.0;-0.16122694331275464
3826;33915.0;0.0;0.0;-0.1612344024367551
3827;33915.0;0.0;0.0;-0.16124186156075557
3828;33915.0;0.0;0.0;-0.16124932068475603
3829;33915.0;0.0;0.0;-0.1612567798087565
3830;33915.0;0.0;0.0;-0.16126423893275696
3831;33915.0;0.0;0.0;-0.16127169805675742
3832;33915.0;0.0;0.0;-0.1612791571807579
3833;33915.0;0.0;0.0;-0.16128661630475835
3834;33915.0;0.0;0.0;-0.16129407542875882
3835;33915.0;0.0;0.0;-0.16130153455275928
3836;33915.0;0.0;0.0;-0.16130899367675974
3837;33915.0;0.0;0.0;-0.1613164528007602
3838;33915.0;0.0;0.0;-0.16132391192476067
3839;33915.0;0.0;0.0;-0.16133137104876114
3840;33915.0;0.0;0.0;-0.1613388301727616
3841;33915.0;0.0;0.0;-0.16134628929676206
3842;33915.0;0.0;0.0;-0.16135374842076253
3843;33915.0;0.0;0.0;-0.161361207544763
3844;33915.0;0.0;0.0;-0.16136866666876346
3845;33915.0;0.0;0.0;-0.16137612579276392
3846;33915.0;0.0;0.0;-0.16138358491676438
3847;33915.0;0.0;0.0;-0.16139104404076485
3848;33915.0;0.0;0.0;-0.1613985031647653
3849;33915.0;0.0;0.0;-0.16140596228876578
3850;33915.0;0.0;0.0;-0.16141342141276624
3851;33915.0;0.0;0.0;-0.1614208805367667
3852;33915.0;0.0;0.0;-0.16142833966076717
3853;33915.0;0.0;0.0;-0.16143579878476763
3854;33915.0;0.0;0.0;-0.1614432579087681
3855;33915.0;0.0;0.0;-0.16145071703276856
3856;33915.0;0.0;0.0;-0.16145817615676902
3857;33915.0;0.0;0.0;-0.1614656352807695
3858;33915.0;0.0;0.0;-0.16147309440476995
3859;33915.0;0.0;0.0;-0.16148055352877042
3860;33915.0;0.0;0.0;-0.16148801265277088
3861;33915.0;0.0;0.0;-0.16149547177677134
3862;33915.0;0.0;0.0;-0.1615029309007718
3863;33915.0;0.0;0.0;-0.16151039002477227
3864;33915.0;0.0;0.0;-0.16151784914877274
3865;33915.0;0.0;0.0;-0.1615253082727732
3866;33915.0;0.0;0.0;-0.16153276739677366
3867;33915.0;0.0;0.0;-0.16154022652077413
3868;33915.0;0.0;0.0;-0.1615476856447746
3869;33915.0;0.0;0.0;-0.16155514476877506
3870;33915.0;0.0;0.0;-0.16156260389277552
3871;33915.0;0.0;0.0;-0.16157006301677598
3872;33915.0;0.0;0.0;-0.16157752214077645
3873;33915.0;0.0;0.0;-0.1615849812647769
3874;33915.0;0.0;0.0;-0.16159244038877738
3875;33915.0;0.0;0.0;-0.16159989951277784
3876;33915.0;0.0;0.0;-0.1616073586367783
3877;33915.0;0.0;0.0;-0.16161481776077877
3878;33915.0;0.0;0.0;-0.16162227688477923
3879;33915.0;0.0;0.0;-0.1616297360087797
3880;33915.0;0.0;0.0;-0.16163719513278016
3881;33915.0;0.0;0.0;-0.16164465425678062
3882;33915.0;0.0;0.0;-0.1616521133807811
3883;33915.0;0.0;0.0;-0.16165957250478155
3884;33915.0;0.0;0.0;-0.16166703162878202
3885;33915.0;0.0;0.0;-0.16167449075278248
3886;33915.0;0.0;0.0;-0.16168194987678294
3887;33915.0;0.0;0.0;-0.1616894090007834
3888;33915.0;0.0;0.0;-0.16169686812478387
3889;33915.0;0.0;0.0;-0.16170432724878434
3890;33915.0;0.0;0.0;-0.1617117863727848
3891;33915.0;0.0;0.0;-0.16171924549678526
3892;33915.0;0.0;0.0;-0.16172670462078573
3893;33915.0;0.0;0.0;-0.1617341637447862
3894;33915.0;0.0;0.0;-0.16174162286878666
3895;33915.0;0.0;0.0;-0.16174908199278712
3896;33915.0;0.0;0.0;-0.16175654111678758
3897;33915.0;0.0;0.0;-0.16176400024078805
3898;33915.0;0.0;0.0;-0.1617714593647885
3899;33915.0;0.0;0.0;-0.16177891848878898
3900;33915.0;0.0;0.0;-0.16178637761278944
3901;33915.0;0.0;0.0;-0.1617938367367899
3902;33915.0;0.0;0.0;-0.16180129586079037
3903;33915.0;0.0;0.0;-0.16180875498479083
3904;33915.0;0.0;0.0;-0.1618162141087913
3905;33915.0;0.0;0.0;-0.16182367323279176
3906;33915.0;0.0;0.0;-0.16183113235679222
3907;33915.0;0.0;0.0;-0.1618385914807927
3908;33915.0;0.0;0.0;-0.16184605060479315
3909;33915.0;0.0;0.0;-0.16185350972879362
3910;33915.0;0.0;0.0;-0.16186096885279408
3911;33915.0;0.0;0.0;-0.16186842797679454
3912;33915.0;0.0;0.0;-0.161875887100795
3913;33915.0;0.0;0.0;-0.16188334622479547
3914;33915.0;0.0;0.0;-0.16189080534879594
3915;33915.0;0.0;0.0;-0.1618982644727964
3916;33915.0;0.0;0.0;-0.16190572359679686
3917;33915.0;0.0;0.0;-0.16191318272079733
3918;33915.0;0.0;0.0;-0.1619206418447978
3919;33915.0;0.0;0.0;-0.16192810096879826
3920;33915.0;0.0;0.0;-0.16193556009279872
